timestamp,approach_name,feature_set,feature_set_description,simulator_variant,model_version,model_family,feature_count,continuous_count,binary_count,batch_count,num_training_sims,num_validation_sims,epochs,batch_size,mlp_widths,mlp_norm,mlp_dropout,mlp_residual,training_seed,validation_seed,network_seed,synthetic_eval_seed,loss_key,first_train_loss,final_train_loss,min_train_loss,synthetic_r,synthetic_mae,synthetic_rmse,synthetic_mean_error,synthetic_q10_q90_coverage,synthetic_mean_q10_q90_width,real_r,real_mae,real_rmse,real_mean_error,real_q10_q90_coverage,real_mean_q10_q90_width
2026-06-23T10:33:09,number_of_features_batch_count_grid,set_a_easy_non_lab,"Easy non-lab indicators: BMI, systolic blood pressure, smoking, and drinking.",copula_residual_noise_0_5_latent_noise_0_5,2,sequential_conditionals_with_gaussian_copula,4,2,2,2,256,1000,300,128,"(512, 512, 256)",layer,0.05,True,1334,1434,1534,1634,loss,1.831135869026184,0.23451799154281616,0.21105125546455383,0.6916628444893279,5.810597213745117,7.135115876875836,-0.9586601104736329,0.65,13.787949111938477,0.4147132880167177,7.968695623277831,10.039666477066419,-0.3292965330187604,0.5297523319395304,14.605550150658088
2026-06-23T10:33:41,number_of_features_batch_count_grid,set_a_easy_non_lab,"Easy non-lab indicators: BMI, systolic blood pressure, smoking, and drinking.",copula_residual_noise_0_5_latent_noise_0_5,2,sequential_conditionals_with_gaussian_copula,4,2,2,8,1024,1000,200,128,"(512, 512, 256)",layer,0.05,True,1335,1435,1535,1635,loss,0.6144449710845947,0.2802135944366455,0.2319345474243164,0.7612070648561104,5.05942121887207,6.276055732986519,-0.35469956970214844,0.762,15.292082000732423,0.4453522520133332,7.994268073206614,10.091366312653445,-0.1528512066783663,0.5429398520424574,14.568555953994217
2026-06-23T10:34:45,number_of_features_batch_count_grid,set_a_easy_non_lab,"Easy non-lab indicators: BMI, systolic blood pressure, smoking, and drinking.",copula_residual_noise_0_5_latent_noise_0_5,2,sequential_conditionals_with_gaussian_copula,4,2,2,32,4096,1000,120,128,"(512, 512, 256)",layer,0.05,True,1336,1436,1536,1636,loss,0.47946614027023315,0.3011186122894287,0.22117717564105988,0.7404079274300716,4.966128173828125,6.276011025389634,0.21053825378417967,0.774,15.628786674499512,0.4587433795328077,7.966649499940012,10.135622790369338,0.24099207880463477,0.5590221936313927,14.913276355801077
2026-06-23T10:35:18,number_of_features_batch_count_grid,set_b_non_lab_diagnosis,"Current non-lab diagnosis-expanded set: BMI, systolic blood pressure, smoking, drinking, hypertension, diabetes, CVD, arthritis, and KOA.",copula_residual_noise_0_5_latent_noise_0_5,2,sequential_conditionals_with_gaussian_copula,9,2,7,2,256,1000,300,128,"(512, 512, 256)",layer,0.05,True,1337,1437,1537,1637,loss,1.284157633781433,0.17012977600097656,0.13219386339187622,0.682394182624768,5.98856233215332,7.562336527874563,0.6778040008544922,0.57,12.022563262939453,0.42475181746258917,9.195385139901697,11.605195349697759,0.3551884819178713,0.38983596011579286,11.924508614722614
2026-06-23T10:35:59,number_of_features_batch_count_grid,set_b_non_lab_diagnosis,"Current non-lab diagnosis-expanded set: BMI, systolic blood pressure, smoking, drinking, hypertension, diabetes, CVD, arthritis, and KOA.",copula_residual_noise_0_5_latent_noise_0_5,2,sequential_conditionals_with_gaussian_copula,9,2,7,8,1024,1000,200,128,"(512, 512, 256)",layer,0.05,True,1338,1438,1538,1638,loss,0.6611870527267456,0.2782181203365326,0.18436528742313385,0.7430230824718735,5.187436805725097,6.504370452501847,0.15782604217529297,0.726,14.16805711364746,0.4593071369838004,7.9901189335603995,10.124463181192512,0.5778186388487011,0.5175297523319395,13.97027191697075
2026-06-23T10:37:26,number_of_features_batch_count_grid,set_b_non_lab_diagnosis,"Current non-lab diagnosis-expanded set: BMI, systolic blood pressure, smoking, drinking, hypertension, diabetes, CVD, arthritis, and KOA.",copula_residual_noise_0_5_latent_noise_0_5,2,sequential_conditionals_with_gaussian_copula,9,2,7,32,4096,1000,120,128,"(512, 512, 256)",layer,0.05,True,1339,1439,1539,1639,loss,0.42689138650894165,0.2445337325334549,0.21534347534179688,0.7736593059149434,4.931352699279786,6.213344975093193,0.22181172943115235,0.746,14.7023980178833,0.4744070554301486,7.949513449053763,10.11818788640347,0.17138107819636406,0.5451913798649083,14.309263201762947
2026-06-23T10:37:58,number_of_features_batch_count_grid,set_c_extended_non_lab_diagnosis,Extended non-lab diagnosis set: Set B plus dyslipidemia and cancer.,copula_residual_noise_0_5_latent_noise_0_5,2,sequential_conditionals_with_gaussian_copula,11,2,9,2,256,1000,300,128,"(512, 512, 256)",layer,0.05,True,1340,1440,1540,1640,loss,1.8009142875671387,0.1570679247379303,0.12125511467456818,0.6993111350949914,5.973960502624512,7.507888935918471,-0.3901093215942383,0.528,10.586222801208496,0.390068847826542,8.737194998574399,11.078949959069217,-0.5917372528195702,0.37021550337729175,9.982623863772359
2026-06-23T10:38:48,number_of_features_batch_count_grid,set_c_extended_non_lab_diagnosis,Extended non-lab diagnosis set: Set B plus dyslipidemia and cancer.,copula_residual_noise_0_5_latent_noise_0_5,2,sequential_conditionals_with_gaussian_copula,11,2,9,8,1024,1000,200,128,"(512, 512, 256)",layer,0.05,True,1341,1441,1541,1641,loss,0.693505585193634,0.2109028398990631,0.1717488169670105,0.7117210935661135,5.750922058105469,7.009119766167919,-0.048910003662109375,0.622,12.824270088195801,0.4759993581361887,8.057041553988931,10.189722370735193,0.10418028160217677,0.48954647796719203,12.853411680941184
2026-06-23T10:40:12,number_of_features_batch_count_grid,set_c_extended_non_lab_diagnosis,Extended non-lab diagnosis set: Set B plus dyslipidemia and cancer.,copula_residual_noise_0_5_latent_noise_0_5,2,sequential_conditionals_with_gaussian_copula,11,2,9,32,4096,1000,120,128,"(512, 512, 256)",layer,0.05,True,1342,1442,1542,1642,loss,0.5082155466079712,0.2718243896961212,0.21417692303657532,0.7609224685768855,5.27013468170166,6.579773784171701,-0.2847638931274414,0.75,15.08806276702881,0.48170716744889336,7.790420850286266,9.880810836640345,0.06649987869122587,0.5689932454165326,14.908348752203077
2026-06-23T10:40:53,number_of_features_batch_count_grid,set_d_lab_enriched,"Lab-enriched set: extended non-lab diagnoses plus platelet count, CRP, HbA1c, creatinine, BUN, total cholesterol, and triglycerides.",copula_residual_noise_0_5_latent_noise_0_5,2,sequential_conditionals_with_gaussian_copula,18,9,9,2,256,1000,300,128,"(512, 512, 256)",layer,0.05,True,1343,1443,1543,1643,loss,1.439620018005371,0.036501675844192505,0.029880046844482422,0.7990352545165771,4.847800636291504,6.11361100495791,0.09245757293701172,0.302,4.333705406188965,0.574182446249034,7.315496593611698,9.192201576173423,0.3813308660810366,0.22804760373110325,5.421706485840315
2026-06-23T10:41:47,number_of_features_batch_count_grid,set_d_lab_enriched,"Lab-enriched set: extended non-lab diagnoses plus platelet count, CRP, HbA1c, creatinine, BUN, total cholesterol, and triglycerides.",copula_residual_noise_0_5_latent_noise_0_5,2,sequential_conditionals_with_gaussian_copula,18,9,9,8,1024,1000,200,128,"(512, 512, 256)",layer,0.05,True,1344,1444,1544,1644,loss,0.6466701626777649,0.05279140546917915,0.043323829770088196,0.8098957810359299,4.982543670654297,6.257324025385599,-0.1481228485107422,0.354,5.289669448852539,0.5959663791101746,6.9080419238531805,8.814565560819952,-0.2830711162089129,0.2672885172081055,5.602306944490361
2026-06-23T10:43:28,number_of_features_batch_count_grid,set_d_lab_enriched,"Lab-enriched set: extended non-lab diagnoses plus platelet count, CRP, HbA1c, creatinine, BUN, total cholesterol, and triglycerides.",copula_residual_noise_0_5_latent_noise_0_5,2,sequential_conditionals_with_gaussian_copula,18,9,9,32,4096,1000,120,128,"(512, 512, 256)",layer,0.05,True,1345,1445,1545,1645,loss,0.4019233286380768,0.10383298993110657,0.08297008275985718,0.847462651021544,4.252246887207031,5.487653903151501,-0.1723194122314453,0.586,8.321107765197754,0.6131574337449962,6.635886207130043,8.479429253002923,-0.29905549161136397,0.3933740752653586,8.308789019800912
