feature_set_name,comparison_type,feature,mean_sim,mean_real,std_sim,std_real,standardized_mean_difference,absolute_standardized_mean_difference,wasserstein_distance,ks_statistic,missing_rate_sim,missing_rate_real,missing_rate_difference,n_sim,n_real
set_a_easy_non_lab,age_matched,drink,0.42431193590164185,0.39580602883355176,0.4943191409111023,0.4891032594622607,0.0579720497012623,0.0579720497012623,0.028505897771952782,,0.0,0.0,0.0,3052,3052
set_a_easy_non_lab,age_matched,smoke,0.401703804731369,0.3882699868938401,0.4903229773044586,0.4874364090607174,0.027478660871033466,0.027478660871033466,0.013433813892529511,,0.0,0.0,0.0,3052,3052
set_a_easy_non_lab,age_matched,bmi,23.540983200073242,23.6039862427744,2.0194084644317627,4.007862773029619,-0.019853463485492086,0.019853463485492086,1.411284745259404,0.16218872870249018,0.0,0.0,0.0,3052,3052
set_a_easy_non_lab,age_matched,sbp,130.94300842285156,130.7655635648755,15.322916984558105,21.229676709461337,0.00958467853212073,0.00958467853212073,4.8212574583414405,0.10026212319790301,0.0,0.0,0.0,3052,3052
set_a_easy_non_lab,unconditional,drink,0.4223223030567169,0.3936957220971373,0.4940088093280792,0.4886473187365949,0.0582628125048806,0.0582628125048806,0.02862656802830499,,0.0,0.0,0.0,3109,3109
set_a_easy_non_lab,unconditional,smoke,0.39916372299194336,0.38436796397555484,0.48980531096458435,0.4865237586967894,0.030308788097009792,0.030308788097009792,0.01479575426182056,,0.0,0.0,0.0,3109,3109
set_a_easy_non_lab,unconditional,bmi,23.537723541259766,23.596848685594587,2.0200324058532715,3.98935941004208,-0.018699106995377694,0.018699106995377694,1.3982198558102286,0.1611450627211322,0.0,0.0,0.0,3109,3109
set_a_easy_non_lab,unconditional,sbp,130.60055541992188,130.56604481612524,15.560647964477539,21.20399137644676,0.0018556461471892398,0.0018556461471892398,4.5922817591367275,0.09424252171116114,0.0,0.0,0.0,3109,3109
set_b_non_lab_diagnosis,age_matched,cvd,0.1309247612953186,0.10639708319522705,0.3373739719390869,0.30839628402770924,0.07588773481421472,0.07588773481421472,0.02452767649983434,,0.0,0.0,0.0,3017,3017
set_b_non_lab_diagnosis,age_matched,drink,0.4245939552783966,0.39476300961219757,0.4943631589412689,0.4888807575236326,0.06067768425949875,0.06067768425949875,0.029830957905203848,,0.0,0.0,0.0,3017,3017
set_b_non_lab_diagnosis,age_matched,smoke,0.4066953957080841,0.3874709976798144,0.4912985861301422,0.4872534415991652,0.03929118376734632,0.03929118376734632,0.01922439509446472,,0.0,0.0,0.0,3017,3017
set_b_non_lab_diagnosis,age_matched,hypertension,0.2558833360671997,0.269804441498177,0.4364289343357086,0.4439316686897632,-0.03162476799511969,0.03162476799511969,0.0139211136890951,,0.0,0.0,0.0,3017,3017
set_b_non_lab_diagnosis,age_matched,koa,0.11136890947818756,0.10473980775604906,0.3146405518054962,0.3062686256714074,0.02135094618782269,0.02135094618782269,0.0066291017567119415,,0.0,0.0,0.0,3017,3017
set_b_non_lab_diagnosis,age_matched,sbp,130.4669952392578,130.76218097447796,15.125348091125488,21.196033338049578,-0.016031721129878614,0.016031721129878614,4.778120438547615,0.10507126284388466,0.0,0.0,0.0,3017,3017
set_b_non_lab_diagnosis,age_matched,bmi,23.565135955810547,23.607293643252497,2.046396017074585,4.009291761984055,-0.013244907769222476,0.013244907769222476,1.3984046075374184,0.15777262180974477,0.0,0.0,0.0,3017,3017
set_b_non_lab_diagnosis,age_matched,arthritis,0.3602916896343231,0.35465694398409014,0.4801645278930664,0.4784885402343696,0.011755529140635195,0.011755529140635195,0.005634736493205117,,0.0,0.0,0.0,3017,3017
set_b_non_lab_diagnosis,age_matched,diabetes,0.06165064498782158,0.06231355651309248,0.24055981636047363,0.24176424616004002,-0.0027488135464694263,0.0027488135464694263,0.0006629101756712164,,0.0,0.0,0.0,3017,3017
set_b_non_lab_diagnosis,unconditional,cvd,0.1312319040298462,0.10485686715985848,0.33770814538002014,0.30641818592778325,0.08179753310620656,0.08179753310620656,0.026375040205854017,,0.0,0.0,0.0,3109,3109
set_b_non_lab_diagnosis,unconditional,drink,0.4236088693141937,0.3936957220971373,0.4942094385623932,0.4886473187365949,0.06086882551281799,0.06086882551281799,0.029913155355419718,,0.0,0.0,0.0,3109,3109
set_b_non_lab_diagnosis,unconditional,smoke,0.40495336055755615,0.38436796397555484,0.4909619390964508,0.4865237586967894,0.04211864060001139,0.04211864060001139,0.020585397233837233,,0.0,0.0,0.0,3109,3109
set_b_non_lab_diagnosis,unconditional,hypertension,0.2534576952457428,0.26664522354454806,0.43506067991256714,0.44227645782757896,-0.030061607383226073,0.030061607383226073,0.013187520102927008,,0.0,0.0,0.0,3109,3109
set_b_non_lab_diagnosis,unconditional,koa,0.11354133486747742,0.10453522032807977,0.3173043727874756,0.30600282076648316,0.02889308705703978,0.02889308705703978,0.009006111289803886,,0.0,0.0,0.0,3109,3109
set_b_non_lab_diagnosis,unconditional,sbp,130.20822143554688,130.56604481612524,15.251585006713867,21.20399137644676,-0.019374096489832984,0.019374096489832984,4.68447342728756,0.10196204567385012,0.0,0.0,0.0,3109,3109
set_b_non_lab_diagnosis,unconditional,bmi,23.555416107177734,23.596848685594587,2.044788360595703,3.98935941004208,-0.013070751236629246,0.013070751236629246,1.3853161604955126,0.15728530073978772,0.0,0.0,0.0,3109,3109
set_b_non_lab_diagnosis,unconditional,arthritis,0.358314573764801,0.35252492762946286,0.4795823097229004,0.4778331747536418,0.012094302979675061,0.012094302979675061,0.005789642972016673,,0.0,0.0,0.0,3109,3109
set_b_non_lab_diagnosis,unconditional,diabetes,0.0611128993332386,0.06207783853329045,0.2395758181810379,0.2413356876741057,-0.004012932638777148,0.004012932638777148,0.0009649404953361307,,0.0,0.0,0.0,3109,3109
set_c_extended_non_lab_diagnosis,age_matched,cvd,0.1288524568080902,0.10590163934426229,0.3350915014743805,0.30776214364122706,0.07133849513858127,0.07133849513858127,0.022950819672131084,,0.0,0.0,0.0,3050,3050
set_c_extended_non_lab_diagnosis,age_matched,koa,0.12327868491411209,0.10491803278688525,0.3288107216358185,0.30649802531801545,0.057765106716992025,0.057765106716992025,0.018360655737704845,,0.0,0.0,0.0,3050,3050
set_c_extended_non_lab_diagnosis,age_matched,drink,0.4216393530368805,0.3957377049180328,0.49390241503715515,0.48908874717374384,0.05269902427743516,0.05269902427743516,0.02590163934426226,,0.0,0.0,0.0,3050,3050
set_c_extended_non_lab_diagnosis,age_matched,arthritis,0.3734426200389862,0.3534426229508197,0.48379743099212646,0.4781170198841062,0.04158300845000376,0.04158300845000376,0.020000000000000018,,0.0,0.0,0.0,3050,3050
set_c_extended_non_lab_diagnosis,age_matched,smoke,0.40590164065361023,0.38754098360655737,0.4911462068557739,0.48726873057988696,0.03753113768907869,0.03753113768907869,0.018360655737704845,,0.0,0.0,0.0,3050,3050
set_c_extended_non_lab_diagnosis,age_matched,cancer,0.011475409381091595,0.007868852459016393,0.10652438551187515,0.08837134213005204,0.03685061436711038,0.03685061436711038,0.00360655737704918,,0.0,0.0,0.0,3050,3050
set_c_extended_non_lab_diagnosis,age_matched,diabetes,0.06786885112524033,0.06262295081967213,0.2515619695186615,0.24232327477162705,0.021239681822903176,0.021239681822903176,0.0052459016393442415,,0.0,0.0,0.0,3050,3050
set_c_extended_non_lab_diagnosis,age_matched,dyslipidemia,0.10688524693250656,0.10131147540983607,0.30901795625686646,0.30179019496513526,0.018249204191761213,0.018249204191761213,0.005573770491803298,,0.0,0.0,0.0,3050,3050
set_c_extended_non_lab_diagnosis,age_matched,bmi,23.634933471679688,23.596925540368215,2.0082623958587646,3.9981015683394348,0.01201377803870099,0.01201377803870099,1.4422907375003011,0.16918032786885245,0.0,0.0,0.0,3050,3050
set_c_extended_non_lab_diagnosis,age_matched,hypertension,0.26655736565589905,0.26786885245901637,0.4422314465045929,0.4429214958352513,-0.002963298977742397,0.002963298977742397,0.0013114754098360049,,0.0,0.0,0.0,3050,3050
set_c_extended_non_lab_diagnosis,age_matched,sbp,130.70944213867188,130.6763387978142,15.584607124328613,21.132394598242318,0.001782924244795976,0.001782924244795976,4.517636220129464,0.09540983606557377,0.0,0.0,0.0,3050,3050
set_c_extended_non_lab_diagnosis,unconditional,cvd,0.1280154436826706,0.10485686715985848,0.334160715341568,0.30641818592778325,0.07223743565916074,0.07223743565916074,0.023158571888066914,,0.0,0.0,0.0,3109,3109
set_c_extended_non_lab_diagnosis,unconditional,drink,0.4213573634624481,0.3936957220971373,0.4938560128211975,0.4886473187365949,0.056307702507260804,0.056307702507260804,0.027661627532968858,,0.0,0.0,0.0,3109,3109
set_c_extended_non_lab_diagnosis,unconditional,koa,0.1212608590722084,0.10453522032807977,0.3264826834201813,0.30600282076648316,0.05286090327515456,0.05286090327515456,0.01672563525249282,,0.0,0.0,0.0,3109,3109
set_c_extended_non_lab_diagnosis,unconditional,smoke,0.40431007742881775,0.38436796397555484,0.4908369779586792,0.4865237586967894,0.04080769467153569,0.04080769467153569,0.019942103570279812,,0.0,0.0,0.0,3109,3109
set_c_extended_non_lab_diagnosis,unconditional,cancer,0.011579286307096481,0.008041170794467674,0.106999471783638,0.08932567834334544,0.03589825705064708,0.03589825705064708,0.0035381151495658125,,0.0,0.0,0.0,3109,3109
set_c_extended_non_lab_diagnosis,unconditional,arthritis,0.3695722222328186,0.35252492762946286,0.4827665686607361,0.4778331747536418,0.0354925553668582,0.0354925553668582,0.01704728208427142,,0.0,0.0,0.0,3109,3109
