feature_set_name,age_bin,age_bin_mid,n_sim,n_real,corr_bmi_sbp_sim,corr_bmi_sbp_real,corr_difference,slope_sbp_on_bmi_sim,slope_sbp_on_bmi_real,slope_difference
set_a_easy_non_lab,overall,,3109,3109,0.2323323201970669,0.14879733980326396,0.08353498039380294,1.3384119772107057,0.7908782302453266,0.5475337469653792
set_a_easy_non_lab,"(39.999, 50.0]",44.9995,635,612,0.2527339197075864,0.18832263547440253,0.06441128423318387,1.1940237840514247,0.860027090063012,0.3339966939884127
set_a_easy_non_lab,"(50.0, 60.0]",55.0,1173,1190,0.2562932201714167,0.23584262221209393,0.020450597959322775,1.2908157710874535,1.1285052291719806,0.1623105419154729
set_a_easy_non_lab,"(60.0, 70.0]",65.0,853,851,0.21641947797999067,0.21607486501372364,0.00034461296626703275,1.1542339596267466,1.059467728777689,0.09476623084905755
set_a_easy_non_lab,"(70.0, 80.0]",75.0,354,363,0.28336108890749284,0.10497093318296524,0.1783901557245276,1.4421632326975955,0.5520980521996831,0.8900651804979124
set_a_easy_non_lab,"(80.0, 90.0]",85.0,65,62,0.10358758857554909,-0.17665747701757975,0.28024506559312884,0.4842733361163441,-0.8716595383550435,1.3559328744713877
set_b_non_lab_diagnosis,overall,,3109,3109,0.20514281558157565,0.14879733980326396,0.0563454757783117,1.146316032302212,0.7908782302453266,0.35543780205688535
set_b_non_lab_diagnosis,"(39.999, 50.0]",44.9995,631,612,0.22338469371601333,0.18832263547440253,0.035062058241610794,1.038085181320554,0.860027090063012,0.17805809125754202
set_b_non_lab_diagnosis,"(50.0, 60.0]",55.0,1149,1190,0.2600665734002124,0.23584262221209393,0.02422395118811846,1.2589638529874883,1.1285052291719806,0.13045862381550766
set_b_non_lab_diagnosis,"(60.0, 70.0]",65.0,888,851,0.19440437931505303,0.21607486501372364,-0.02167048569867061,1.0053147624102141,1.059467728777689,-0.05415296636747491
set_b_non_lab_diagnosis,"(70.0, 80.0]",75.0,343,363,0.2577942620692677,0.10497093318296524,0.15282332888630246,1.3200734399758132,0.5520980521996831,0.7679753877761301
set_b_non_lab_diagnosis,"(80.0, 90.0]",85.0,66,62,0.3131222044438065,-0.17665747701757975,0.4897796814613863,1.6708083021025553,-0.8716595383550435,2.542467840457599
set_c_extended_non_lab_diagnosis,overall,,3109,3109,0.23053991360989817,0.14879733980326396,0.08174257380663422,1.3603114346353982,0.7908782302453266,0.5694332043900716
set_c_extended_non_lab_diagnosis,"(39.999, 50.0]",44.9995,624,612,0.2313684936079391,0.18832263547440253,0.04304585813353656,1.1323055127742843,0.860027090063012,0.2722784227112722
set_c_extended_non_lab_diagnosis,"(50.0, 60.0]",55.0,1205,1190,0.28455759342419124,0.23584262221209393,0.04871497121209731,1.4834820866484788,1.1285052291719806,0.3549768574764982
set_c_extended_non_lab_diagnosis,"(60.0, 70.0]",65.0,839,851,0.18999167157204314,0.21607486501372364,-0.026083193441680502,1.0393976713279733,1.059467728777689,-0.020070057449715684
set_c_extended_non_lab_diagnosis,"(70.0, 80.0]",75.0,347,363,0.3100047643877731,0.10497093318296524,0.20503383120480784,1.564818227137051,0.5520980521996831,1.012720174937368
set_c_extended_non_lab_diagnosis,"(80.0, 90.0]",85.0,68,62,0.2851677067042772,-0.17665747701757975,0.461825183721857,1.320583879066196,-0.8716595383550435,2.1922434174212393
set_d_lab_enriched,overall,,3109,3109,0.25457877190945566,0.14879733980326396,0.1057814321061917,1.5022113102772872,0.7908782302453266,0.7113330800319606
set_d_lab_enriched,"(39.999, 50.0]",44.9995,575,612,0.21740977476412937,0.18832263547440253,0.029087139289726838,1.0566858483927324,0.860027090063012,0.19665875832972035
set_d_lab_enriched,"(50.0, 60.0]",55.0,1197,1190,0.284663949047453,0.23584262221209393,0.048821326835359086,1.488289323445873,1.1285052291719806,0.35978409427389235
set_d_lab_enriched,"(60.0, 70.0]",65.0,855,851,0.24311517850548808,0.21607486501372364,0.027040313491764445,1.2940814543554886,1.059467728777689,0.23461372557779958
set_d_lab_enriched,"(70.0, 80.0]",75.0,382,363,0.3350466863537509,0.10497093318296524,0.23007575317078566,1.7939481142648035,0.5520980521996831,1.2418500620651205
set_d_lab_enriched,"(80.0, 90.0]",85.0,73,62,0.08936161873941682,-0.17665747701757975,0.26601909575699656,0.40805406860108323,-0.8716595383550435,1.2797136069561268
