feature_set_name,feature,age_bin,age_bin_mid,n_sim,n_real,mean_sim,mean_real,mean_difference,std_sim,std_real,std_ratio_sim_to_real,q05_sim,q05_real,q50_sim,q50_real,q95_sim,q95_real,tail_lt_18_5_sim,tail_lt_18_5_real,tail_lt_18_5_difference,tail_ge_30_sim,tail_ge_30_real,tail_ge_30_difference,tail_ge_35_sim,tail_ge_35_real,tail_ge_35_difference,tail_lt_90_sim,tail_lt_90_real,tail_lt_90_difference,tail_ge_140_sim,tail_ge_140_real,tail_ge_140_difference,tail_ge_160_sim,tail_ge_160_real,tail_ge_160_difference
set_a_easy_non_lab,bmi,"(39.999, 50.0]",44.9995,635,612,23.250887472798507,24.04253072136508,-0.7916432485665723,3.915538433677113,3.3054869453706948,1.1845572220942484,16.76065673828125,19.0827585177222,23.025461196899414,23.63006695505625,29.741201019287107,29.757964894651955,0.11338582677165354,0.03104575163398693,0.08234007513766661,0.04409448818897638,0.04411764705882353,-2.3158869847154928e-05,0.0015748031496062992,0.0032679738562091504,-0.0016931707066028512,,,,,,,,,
set_a_easy_non_lab,bmi,"(50.0, 60.0]",55.0,1173,1190,23.585444725992733,23.541905770554276,0.043538955438457094,3.9299576853218627,3.9522215279892032,0.9943667523417727,16.777133178710937,18.20891821917092,23.46488380432129,23.14594469301315,30.26193733215332,30.009178468111763,0.10315430520034101,0.06218487394957983,0.040969431250761176,0.05711849957374254,0.05042016806722689,0.006698331506515651,0.0025575447570332483,0.005042016806722689,-0.002484472049689441,,,,,,,,,
set_a_easy_non_lab,bmi,"(60.0, 70.0]",65.0,853,851,23.62123122220861,23.704345139623886,-0.0831139174152753,3.766014264862264,4.334393988511132,0.8688675452311369,17.3929386138916,17.96055701515605,23.601343154907227,23.3489229024943,29.741066741943357,30.511361313962098,0.08675263774912075,0.08578143360752057,0.0009712041416001793,0.04572098475967175,0.06580493537015276,-0.020083950610481016,0.0023446658851113715,0.007050528789659225,-0.004705862904547853,,,,,,,,,
set_a_easy_non_lab,bmi,"(70.0, 80.0]",75.0,354,363,23.81354631003687,22.97324993220391,0.84029637783296,3.8302599781397664,4.319047752390072,0.8868297360269238,17.369222259521486,17.2064321426963,23.558151245117188,22.6566370884194,30.18845558166504,29.506192583473894,0.07909604519774012,0.12672176308539945,-0.04762571788765933,0.062146892655367235,0.046831955922865015,0.01531493673250222,0.002824858757062147,0.008264462809917356,-0.005439604052855209,,,,,,,,,
set_a_easy_non_lab,bmi,"(80.0, 90.0]",85.0,65,62,23.823215792729304,22.211332100254356,1.6118836924749473,4.161869473701775,3.8408073744045064,1.0835923460876626,16.778488540649413,17.079004579692622,23.780147552490234,21.3442601922846,30.55971908569336,27.996380189987196,0.13846153846153847,0.12903225806451613,0.009429280397022344,0.09230769230769231,0.03225806451612903,0.06004962779156328,0.015384615384615385,0.0,0.015384615384615385,,,,,,,,,
set_a_easy_non_lab,sbp,"(39.999, 50.0]",44.9995,635,612,117.04041589451587,119.61220043572986,-2.5717845412139866,18.498688354088806,15.095414907013879,1.2254508052967554,88.81927947998047,99.6666666666667,115.99752044677734,117.1666666666665,147.73573913574216,147.81666666666683,,,,,,,,,,0.08346456692913386,0.0032679738562091504,0.0801965930729247,0.12440944881889764,0.08986928104575163,0.034540167773146,0.014173228346456693,0.011437908496732025,0.0027353198497246673
set_a_easy_non_lab,sbp,"(50.0, 60.0]",55.0,1173,1190,127.32615162751051,127.07857142857142,0.24758019893909022,19.793154717580567,18.91135121950487,1.0466282651007095,94.08787384033204,102.0,127.15194702148438,125.0,160.5929016113281,163.333333333333,,,,,,,,,,0.028132992327365727,0.0033613445378151263,0.0247716477895506,0.27365728900255754,0.21428571428571427,0.05937157471684326,0.05200341005967604,0.06050420168067227,-0.008500791620996227
set_a_easy_non_lab,sbp,"(60.0, 70.0]",65.0,853,851,137.5936885355226,136.36701919310616,1.226669342416443,20.085352748816245,21.252590181388783,0.9450778741503845,103.92349700927734,105.1666666666665,138.63046264648438,133.666666666667,170.32134399414062,178.83333333333348,,,,,,,,,,0.009378663540445486,0.004700352526439483,0.004678311014006003,0.4712778429073857,0.3807285546415981,0.09054928826578762,0.11957796014067995,0.13396004700352526,-0.014382086862845311
set_a_easy_non_lab,sbp,"(70.0, 80.0]",75.0,354,363,149.3260133172159,144.04683195592287,5.279181361293041,19.4940672110051,22.716172745608624,0.8581580809986398,119.19717407226562,108.0333333333333,149.03217315673828,143.666666666667,181.23291473388662,185.79999999999995,,,,,,,,,,0.0,0.005509641873278237,-0.005509641873278237,0.6694915254237288,0.5674931129476584,0.10199841247607044,0.3022598870056497,0.2066115702479339,0.09564831675771582
set_a_easy_non_lab,sbp,"(80.0, 90.0]",85.0,65,62,158.86673806997445,156.6505376344087,2.216200435565753,19.456794411623807,18.951229460561823,1.0266771584457928,125.32086791992188,130.11666666666665,158.6455078125,155.0,191.7938446044922,186.0,,,,,,,,,,0.0,0.0,0.0,0.8769230769230769,0.7903225806451613,0.08660049627791566,0.4461538461538462,0.43548387096774194,0.010669975186104241
set_b_non_lab_diagnosis,bmi,"(39.999, 50.0]",44.9995,631,612,23.604349715207157,24.04253072136508,-0.4381810061579223,4.038873590359159,3.3054869453706948,1.2218694725191896,16.87238311767578,19.0827585177222,23.501209259033203,23.63006695505625,30.352375030517578,29.757964894651955,0.1045958795562599,0.03104575163398693,0.07355012792227297,0.060221870047543584,0.04411764705882353,0.01610422298872005,0.003169572107765452,0.0032679738562091504,-9.840174844369864e-05,,,,,,,,,
set_b_non_lab_diagnosis,bmi,"(50.0, 60.0]",55.0,1149,1190,23.575347672969595,23.541905770554276,0.03344190241531919,3.935019494549429,3.9522215279892032,0.9956475027227215,17.198230361938478,18.20891821917092,23.577190399169922,23.14594469301315,30.375046920776366,30.009178468111763,0.10269799825935597,0.06218487394957983,0.04051312430977613,0.05657093124456049,0.05042016806722689,0.006150763177333596,0.006092254134029591,0.005042016806722689,0.001050237327306902,,,,,,,,,
set_b_non_lab_diagnosis,bmi,"(60.0, 70.0]",65.0,888,851,23.664707877614475,23.704345139623886,-0.039637262009410534,3.8042497200325087,4.334393988511132,0.877688952623172,17.105406951904296,17.96055701515605,23.788708686828613,23.3489229024943,29.686826801300047,30.511361313962098,0.09684684684684684,0.08578143360752057,0.011065413239326277,0.04504504504504504,0.06580493537015276,-0.02075989032510772,0.0011261261261261261,0.007050528789659225,-0.005924402663533099,,,,,,,,,
set_b_non_lab_diagnosis,bmi,"(70.0, 80.0]",75.0,343,363,23.483987630282478,22.97324993220391,0.5107376980785681,3.8200709508045207,4.319047752390072,0.8844706448754988,16.8155460357666,17.2064321426963,23.549009323120117,22.6566370884194,29.392631912231444,29.506192583473894,0.11078717201166181,0.12672176308539945,-0.01593459107373764,0.037900874635568516,0.046831955922865015,-0.0089310812872965,0.0,0.008264462809917356,-0.008264462809917356,,,,,,,,,
set_b_non_lab_diagnosis,bmi,"(80.0, 90.0]",85.0,66,62,23.085644057302765,22.211332100254356,0.874311957048409,4.022812184880747,3.8408073744045064,1.0473871227412075,16.522742748260498,17.079004579692622,22.84034538269043,21.3442601922846,30.369476318359375,27.996380189987196,0.10606060606060606,0.12903225806451613,-0.022971652003910062,0.07575757575757576,0.03225806451612903,0.04349951124144673,0.0,0.0,0.0,,,,,,,,,
set_b_non_lab_diagnosis,sbp,"(39.999, 50.0]",44.9995,631,612,116.97021631884688,119.61220043572986,-2.6419841168829805,18.768944074158004,15.095414907013879,1.2433539713729411,88.3617935180664,99.6666666666667,115.79639434814453,117.1666666666665,149.91971588134766,147.81666666666683,,,,,,,,,,0.07765451664025357,0.0032679738562091504,0.07438654278404441,0.12836767036450078,0.08986928104575163,0.038498389318749146,0.012678288431061807,0.011437908496732025,0.0012403799343297817
set_b_non_lab_diagnosis,sbp,"(50.0, 60.0]",55.0,1149,1190,126.8666949558507,127.07857142857142,-0.21187647272071786,19.049150529680425,18.91135121950487,1.00728659251135,95.08914031982422,102.0,126.05160522460938,125.0,158.39830932617187,163.333333333333,,,,,,,,,,0.026979982593559618,0.0033613445378151263,0.02361863805574449,0.2454308093994778,0.21428571428571427,0.031145095113763538,0.04264577893820714,0.06050420168067227,-0.01785842274246513
set_b_non_lab_diagnosis,sbp,"(60.0, 70.0]",65.0,888,851,136.0940060830331,136.36701919310616,-0.27301311007306595,19.67274820103538,21.252590181388783,0.9256635559774311,103.80472831726074,105.1666666666665,134.8393096923828,133.666666666667,169.15438995361328,178.83333333333348,,,,,,,,,,0.012387387387387387,0.004700352526439483,0.007687034860947905,0.3963963963963964,0.3807285546415981,0.015667841754798295,0.1204954954954955,0.13396004700352526,-0.013464551508029762
