batch,batch_size,coverage_error_mean,coverage_error_sem,coverage_error_std,final_simulations,n,policy,policy_label,posterior_mean_predictive_rmse_mean,posterior_mean_predictive_rmse_sem,posterior_mean_predictive_rmse_std,pred0,prey0,prior_std_normalized_rmse_mean,prior_std_normalized_rmse_sem,prior_std_normalized_rmse_std,psi0_unit,psi1_unit,range_normalized_rmse_alpha_mean,range_normalized_rmse_alpha_sem,range_normalized_rmse_alpha_std,range_normalized_rmse_beta_mean,range_normalized_rmse_beta_sem,range_normalized_rmse_beta_std,range_normalized_rmse_delta_mean,range_normalized_rmse_delta_sem,range_normalized_rmse_delta_std,range_normalized_rmse_gamma_mean,range_normalized_rmse_gamma_sem,range_normalized_rmse_gamma_std,range_normalized_rmse_mean,range_normalized_rmse_sem,range_normalized_rmse_std,raw_rmse_mean,raw_rmse_sem,raw_rmse_std,replicates,reward_abs_neg_coverage_error_mean,reward_abs_neg_coverage_error_sem,reward_abs_neg_coverage_error_std,reward_abs_neg_predictive_rmse_mean,reward_abs_neg_predictive_rmse_sem,reward_abs_neg_predictive_rmse_std,reward_abs_neg_prior_std_rmse_mean,reward_abs_neg_prior_std_rmse_sem,reward_abs_neg_prior_std_rmse_std,reward_abs_neg_range_rmse_alpha_mean,reward_abs_neg_range_rmse_alpha_sem,reward_abs_neg_range_rmse_alpha_std,reward_abs_neg_range_rmse_beta_mean,reward_abs_neg_range_rmse_beta_sem,reward_abs_neg_range_rmse_beta_std,reward_abs_neg_range_rmse_delta_mean,reward_abs_neg_range_rmse_delta_sem,reward_abs_neg_range_rmse_delta_std,reward_abs_neg_range_rmse_gamma_mean,reward_abs_neg_range_rmse_gamma_sem,reward_abs_neg_range_rmse_gamma_std,reward_abs_neg_range_rmse_mean,reward_abs_neg_range_rmse_sem,reward_abs_neg_range_rmse_std,reward_abs_neg_raw_rmse_mean,reward_abs_neg_raw_rmse_sem,reward_abs_neg_raw_rmse_std,reward_abs_rmse_coverage_mean,reward_abs_rmse_coverage_predictive_mean,reward_abs_rmse_coverage_predictive_sem,reward_abs_rmse_coverage_predictive_std,reward_abs_rmse_coverage_sem,reward_abs_rmse_coverage_std,reward_abs_rmse_predictive_mean,reward_abs_rmse_predictive_sem,reward_abs_rmse_predictive_std,reward_delta_neg_coverage_error_mean,reward_delta_neg_coverage_error_sem,reward_delta_neg_coverage_error_snr,reward_delta_neg_coverage_error_std,reward_delta_neg_predictive_rmse_mean,reward_delta_neg_predictive_rmse_sem,reward_delta_neg_predictive_rmse_snr,reward_delta_neg_predictive_rmse_std,reward_delta_neg_prior_std_rmse_mean,reward_delta_neg_prior_std_rmse_sem,reward_delta_neg_prior_std_rmse_snr,reward_delta_neg_prior_std_rmse_std,reward_delta_neg_range_rmse_alpha_mean,reward_delta_neg_range_rmse_alpha_sem,reward_delta_neg_range_rmse_alpha_snr,reward_delta_neg_range_rmse_alpha_std,reward_delta_neg_range_rmse_beta_mean,reward_delta_neg_range_rmse_beta_sem,reward_delta_neg_range_rmse_beta_snr,reward_delta_neg_range_rmse_beta_std,reward_delta_neg_range_rmse_delta_mean,reward_delta_neg_range_rmse_delta_sem,reward_delta_neg_range_rmse_delta_snr,reward_delta_neg_range_rmse_delta_std,reward_delta_neg_range_rmse_gamma_mean,reward_delta_neg_range_rmse_gamma_sem,reward_delta_neg_range_rmse_gamma_snr,reward_delta_neg_range_rmse_gamma_std,reward_delta_neg_range_rmse_mean,reward_delta_neg_range_rmse_sem,reward_delta_neg_range_rmse_snr,reward_delta_neg_range_rmse_std,reward_delta_neg_raw_rmse_mean,reward_delta_neg_raw_rmse_sem,reward_delta_neg_raw_rmse_snr,reward_delta_neg_raw_rmse_std,reward_delta_rmse_coverage_mean,reward_delta_rmse_coverage_predictive_mean,reward_delta_rmse_coverage_predictive_sem,reward_delta_rmse_coverage_predictive_snr,reward_delta_rmse_coverage_predictive_std,reward_delta_rmse_coverage_sem,reward_delta_rmse_coverage_snr,reward_delta_rmse_coverage_std,reward_delta_rmse_predictive_mean,reward_delta_rmse_predictive_sem,reward_delta_rmse_predictive_snr,reward_delta_rmse_predictive_std,t_end,t_span,t_start,validation_log_posterior_mean,validation_log_posterior_sem,validation_log_posterior_std
14,14,0.34500000000000003,0.03053155623164215,0.052882206627350374,514,3,long_early,long early,1.0174345323777862,0.04214519619289516,0.07299762110105283,15.0,40.0,0.8817158075364251,0.03943333114695297,0.06830053305821085,1.0,0.0,0.2697057468472914,0.007271775606004036,0.012595084810838953,0.2608563143617689,0.0062987957896556476,0.010909834334184508,0.21378063745787204,0.014945458444399873,0.025886293368109894,0.27377501899287443,0.023716544844059804,0.04107826064989727,0.25452942941495166,0.011383422176368478,0.019716665573476486,0.19280444637767166,0.008957025967901058,0.015514024061118431,3,-0.34500000000000003,0.03053155623164215,0.052882206627350374,-1.0174345323777862,0.04214519619289516,0.07299762110105283,-0.8817158075364251,0.03943333114695297,0.06830053305821085,-0.2697057468472914,0.007271775606004036,0.012595084810838953,-0.2608563143617689,0.0062987957896556476,0.010909834334184508,-0.21378063745787204,0.014945458444399873,0.025886293368109894,-0.27377501899287443,0.023716544844059804,0.04107826064989727,-0.25452942941495166,0.011383422176368478,0.019716665573476486,-0.19280444637767166,0.008957025967901058,0.015514024061118431,-0.3407794294149517,-0.4425228826527303,0.022138885037424803,0.038345673707746164,0.018063660761131323,0.031287178208967745,-0.3562728826527303,0.015596751000324425,0.027014365165562614,-0.04999999999999999,0.03938179688543843,0.7330166661378307,0.06821127309893713,0.02876208317228257,0.038301535648632264,0.43355432571447655,0.06634020575134165,0.02169363081307722,0.012388697227758285,1.0109879480763484,0.021457853038065047,0.018406487011069245,0.012155070652490196,0.8742845298475529,0.021053199939702404,0.005181521499053173,0.004274342096629542,0.6998861496484149,0.007403377680292845,0.0011597873623211685,0.006108979431150633,0.10960972342195825,0.010581062757146114,0.0003018513068173874,0.019939988746848228,0.008739921343927799,0.034537073611892795,0.006262411794815292,0.0035763088396775005,1.010987948076358,0.006194348613879129,0.006445346590231669,0.0033204039673629905,1.1207138123756744,0.0057511083731259715,-0.0062375882051847005,-0.003361379887956447,0.007901881440407092,0.2455989244835174,0.013686460130170625,0.011695023552748807,0.30793210574689056,0.02025637498907561,0.009138620112043546,0.0035724056644054164,1.47692767209522,0.006187588115997033,24.0,24.0,0.0,nan,nan,nan
14,14,0.32083333333333336,0.020017353582440525,0.034671073437857865,514,3,long_late,long late,1.0312692223425937,0.028385550872041136,0.049165216311206295,15.0,40.0,0.8797265673404026,0.008243912300618857,0.014278874957813891,1.0,1.0,0.2744393661759236,0.013978493246101068,0.02421146051550545,0.23855389746193012,0.0061558325793409675,0.010662214790306327,0.22526623017578987,0.00753091340129484,0.013043924638444008,0.27756124712085023,0.02180304418103891,0.037763980281228356,0.2539551852336235,0.002379812492968968,0.004121956150309404,0.19620830040609913,0.003467643847780465,0.006006135326909403,3,-0.32083333333333336,0.020017353582440525,0.034671073437857865,-1.0312692223425937,0.028385550872041136,0.049165216311206295,-0.8797265673404026,0.008243912300618857,0.014278874957813891,-0.2744393661759236,0.013978493246101068,0.02421146051550545,-0.23855389746193012,0.0061558325793409675,0.010662214790306327,-0.22526623017578987,0.00753091340129484,0.013043924638444008,-0.27756124712085023,0.02180304418103891,0.037763980281228356,-0.2539551852336235,0.002379812492968968,0.004121956150309404,-0.19620830040609913,0.003467643847780465,0.006006135326909403,-0.33416351856695686,-0.43729044080121615,0.0038110815329790333,0.006600986846907169,0.0054251209864912935,0.009396585185811109,-0.3570821074678829,0.001227487015043421,0.002126069875686268,-0.02583333333333332,0.04342938073598463,0.3434283819227287,0.07522189397597842,0.014927393207475196,0.046277268991317684,0.18623256459347517,0.08015458112849395,0.023682871009099753,0.03481467416794806,0.3927456533508272,0.06030078450784177,0.013672867682437048,0.004550623050069614,1.7347149500612677,0.007881910328814622,0.02748393839889197,0.01058905207765078,1.4985155532932006,0.01834077620248393,-0.010325805355596684,0.016348281532453792,0.36466257874375,0.028316054230649954,-0.003484376821158467,0.02341609899019937,0.08591123126426471,0.04055787316608759,0.006836655976143478,0.01005013075130696,0.3927456533508281,0.017407337083974028,0.003041492561804221,0.009453626743970017,0.18574951146828153,0.016374161836348003,0.00037832264281014344,0.0018710619635576669,0.018986658057021807,0.056895643513787224,0.03288585642069875,0.017658564361424267,0.012369333950166587,0.0305855306627119,0.008329395296890973,0.013650356566260178,0.3522969230513173,0.02364311111419407,40.0,24.0,16.0,nan,nan,nan
14,14,0.3030555555555556,0.016944444444444453,0.02934863868380599,514,3,long_middle,long middle,1.0196788600072095,0.035252791384284825,0.06105962578620768,15.0,40.0,0.8679860285738782,0.013808156032478,0.023916427807090582,1.0,0.5,0.276338846189406,0.0033826981229479994,0.005859005015613808,0.24980221067433242,0.00784269746739254,0.013583950481915637,0.20256359989369974,0.011268320701662294,0.019517303971259274,0.2735592777424874,0.007422794928292453,0.012856657949967109,0.2505659836249814,0.003986071301181767,0.006904078016239004,0.19467305970071877,0.0037787756306271476,0.006545031382649344,3,-0.3030555555555556,0.016944444444444453,0.02934863868380599,-1.0196788600072095,0.035252791384284825,0.06105962578620768,-0.8679860285738782,0.013808156032478,0.023916427807090582,-0.276338846189406,0.0033826981229479994,0.005859005015613808,-0.24980221067433242,0.00784269746739254,0.013583950481915637,-0.20256359989369974,0.011268320701662294,0.019517303971259274,-0.2735592777424874,0.007422794928292453,0.012856657949967109,-0.2505659836249814,0.003986071301181767,0.006904078016239004,-0.19467305970071877,0.0037787756306271476,0.006545031382649344,-0.3263298725138703,-0.4282977585145913,0.008926066126855868,0.015460400043433907,0.008098772662000575,0.014027485729534842,-0.3525338696257024,0.005841018099006301,0.010116940115408292,-0.008055555555555557,0.009734119704408472,0.47779124458122874,0.016859989894992815,0.026517755542859362,0.042536031036809654,0.3599309321484558,0.07367456690808098,0.03542340977562423,0.013976350274316611,1.46330871566333,0.024207748779495584,0.011773387668954619,0.014930222526837228,0.45527576884580456,0.025859903984791464,0.01623562518648967,0.009652192277408931,0.9711413016316303,0.01671808742889622,0.012376824926493482,0.006358147968377211,1.1238749457489734,0.011012635323270164,0.0005175925572043308,0.004395742623792565,0.06798218817794212,0.007613649561404847,0.01022585758478555,0.004034624796582599,1.4633087156633318,0.006988175137158307,0.00457673326718457,0.0039464780505692985,0.6695534980707548,0.006835500494541402,0.008211968695896668,0.010863744250182586,0.008367951804831786,0.7495484932918122,0.01449371768125634,0.004360532039522593,1.0872944618179674,0.00755266304048507,0.012877633139071457,0.0082770653100982,0.8982537506738536,0.014336297654655926,32.0,24.0,8.0,nan,nan,nan
14,14,0.32055555555555554,0.0047222222222222205,0.008179128813519695,514,3,medium_early,medium early,0.9895212235032981,0.04059065804983168,0.07030508205496311,15.0,40.0,0.861235716770786,0.02214781395252797,0.03836113904236131,0.5,0.0,0.2760671104679584,0.0156546936222243,0.027114724730616952,0.25729359135733315,0.012702100104483324,0.02200068274379106,0.20695567252650685,0.0020249249042488806,0.003507272815670605,0.2541529714748689,0.0058180656215144535,0.01007718525823283,0.24861733645666684,0.006393523173726879,0.011073906976263972,0.18808534094701532,0.005634055184174018,0.009758469831636227,3,-0.32055555555555554,0.0047222222222222205,0.008179128813519695,-0.9895212235032981,0.04059065804983168,0.07030508205496311,-0.861235716770786,0.02214781395252797,0.03836113904236131,-0.2760671104679584,0.0156546936222243,0.027114724730616952,-0.25729359135733315,0.012702100104483324,0.02200068274379106,-0.20695567252650685,0.0020249249042488806,0.003507272815670605,-0.2541529714748689,0.0058180656215144535,0.01007718525823283,-0.24861733645666684,0.006393523173726879,0.011073906976263972,-0.18808534094701532,0.005634055184174018,0.009758469831636227,-0.32875622534555576,-0.42770834769588556,0.008765625755916011,0.015182509169380876,0.007574018176776428,0.013118584299626966,-0.34756945880699663,0.007732514878187763,0.013393108639303474,-0.025555555555555536,0.01975740211342589,0.7467837519622171,0.034220824286022355,0.05667539204677082,0.037624310675502835,0.869691756929269,0.06516721768972701,0.042173721578716274,0.011839662527395576,2.056562798969941,0.020506897041918482,0.012045123390402257,0.014265265081950066,0.48749568913866637,0.024708163905375717,0.008744244503488957,0.007226869932808187,0.6985724061575207,0.012517305903315658,0.007984752293686346,0.009839293459936435,0.4685294635171981,0.017042156183190073,0.019923898824822834,0.006791915199443715,1.6936413385668418,0.011763942206135818,0.01217450475310014,0.003417816173653074,2.056562798969954,0.005919831263697777,0.011164452020888033,0.0059055502355623984,1.0914815931627615,0.010228713054644425,0.0057856158642112425,0.011453155068888332,0.008566268614421627,0.7719209447811209,0.014837212471460906,0.004913350358653761,0.6798470763939919,0.008510172456575078,0.017842043957777203,0.006462939681736458,1.5938735914595616,0.011194139895020574,13.0,13.0,0.0,nan,nan,nan
14,14,0.295,0.029170634650722383,0.050525021304080375,514,3,medium_late,medium late,1.0012506633908307,0.027965054812301576,0.04843689577135486,15.0,40.0,0.8659465890699769,0.04229546702310185,0.07325789781386638,0.5,1.0,0.25951545918508445,0.007770792710610606,0.013459407789863445,0.2612370198916671,0.021479717472444506,0.03720396199449883,0.21406341040765461,0.012258677200210183,0.02123265174435023,0.2650931031223726,0.010740185843512443,0.01860254756369555,0.24997724815169473,0.012209649635644386,0.021147733511550904,0.18580183694739663,0.006122279819855995,0.010604099706144217,3,-0.295,0.029170634650722383,0.050525021304080375,-1.0012506633908307,0.027965054812301576,0.04843689577135486,-0.8659465890699769,0.04229546702310185,0.07325789781386638,-0.25951545918508445,0.007770792710610606,0.013459407789863445,-0.2612370198916671,0.021479717472444506,0.03720396199449883,-0.21406341040765461,0.012258677200210183,0.02123265174435023,-0.2650931031223726,0.010740185843512443,0.01860254756369555,-0.24997724815169473,0.012209649635644386,0.021147733511550904,-0.18580183694739663,0.006122279819855995,0.010604099706144217,-0.32372724815169474,-0.42385231449077776,0.02087886982186472,0.03616326333608625,0.01949289115679437,0.033762677869977914,-0.35010231449077783,0.013729823716682249,0.023780752256257812,1.850371707708594e-17,0.013802509165338692,7.739988365515493e-16,0.02390664714630171,0.044945952159238245,0.04013057656769767,0.6466280775793248,0.0695081975522854,0.03746284927952559,0.019151817332804483,1.1293542403987218,0.03317192067769562,0.028596774673276166,0.008485585758497836,1.9456942661898005,0.01469746566570114,0.00480081596915502,0.013427918254129109,0.20641713329385114,0.02325783665603319,0.0008770144125385867,0.005785014784036947,0.0875269167089307,0.010019939528489088,0.008983767177319154,0.007006367074615071,0.7402952689924684,0.012135383749711025,0.010814593058072253,0.005528653446282585,1.1293542403987271,0.009575908666402207,0.0134479560205067,0.0019084420282375807,4.068334753484707,0.0033055185562072876,0.010814593058072253,0.015309188273996077,0.005164820687971593,1.7113399486744991,0.008945731843549642,0.00703624747396868,0.8873775739630937,0.012187138119541925,0.01530918827399604,0.005946025043738335,1.4864996205110572,0.01029881747883175,40.0,13.0,27.0,nan,nan,nan
14,14,0.36944444444444446,0.008927865933326791,0.015463517399685336,514,3,medium_middle,medium middle,1.0462172522118631,0.029586892527506913,0.05124600109572193,15.0,40.0,0.9286211349497967,0.006213848640424384,0.010762701555757823,0.5,0.5,0.27580898983787255,0.002198046224294377,0.0038071277378627965,0.2742285189435702,0.00569845942465396,0.00987002124837037,0.23613144726016388,0.0045663596085522605,0.007909166847642845,0.2861103684352753,0.010013419284801735,0.017343750958766613,0.2680698311192205,0.0017937835926263182,0.003106924320212216,0.19906451126558564,0.003623891672197588,0.006276764497371961,3,-0.36944444444444446,0.008927865933326791,0.015463517399685336,-1.0462172522118631,0.029586892527506913,0.05124600109572193,-0.9286211349497967,0.006213848640424384,0.010762701555757823,-0.27580898983787255,0.002198046224294377,0.0038071277378627965,-0.2742285189435702,0.00569845942465396,0.00987002124837037,-0.23613144726016388,0.0045663596085522605,0.007909166847642845,-0.2861103684352753,0.010013419284801735,0.017343750958766613,-0.2680698311192205,0.0017937835926263182,0.003106924320212216,-0.19906451126558564,0.003623891672197588,0.006276764497371961,-0.3604309422303316,-0.4650526674515179,0.0015366706036825805,0.0026615915600757675,0.00348360709699488,0.006033784485602654,-0.3726915563404068,0.0012075475982621855,0.0020915337927478765,-0.07444444444444444,0.03277424651411385,1.3114113858014427,0.05676666014223235,-2.0636661794193323e-05,0.044510761461074494,0.00026767868827569504,0.07709490033415974,-0.025211696600294282,0.033309905000550706,0.4369865305429849,0.05769444785624643,0.012303244020488083,0.017079423371201292,0.4158970178765956,0.029582429042899955,-0.008190683082748043,0.005467394191179764,0.8649263099229888,0.009469804524130298,-0.021191022439970675,0.01266980665864401,0.9656534499501105,0.021944748854845895,-0.012033498135583576,0.013311928094446935,0.5219036144561359,0.02305693580628564,-0.007277989909453543,0.009615741309374426,0.4369865305429843,0.016654952500275388,0.0001852817023177226,0.00990051833751543,0.010804731334490348,0.017148200781844078,-0.02588910102056465,-0.025891164686744073,0.0176333180476761,0.8477287633052509,0.03054180276459625,0.015941742254164167,0.9376063923876367,0.02761190754537994,-0.007280053575632976,0.012906977470729638,0.32564873543309836,0.022355540751450572,26.5,13.0,13.5,nan,nan,nan
14,14,0.3180555555555556,0.011866671868496584,0.020553678592984386,514,3,short_early,short early,1.020735639293184,0.047893222538418684,0.08295349477474404,15.0,40.0,0.8906980892434491,0.004167358198590808,0.00721807613329799,0.0,0.0,0.26934110296878533,0.012523755066084509,0.02169178007600649,0.2590022019720726,0.005932217457052241,0.010274902037161525,0.22627075471220945,0.001997698047225765,0.0034601145159761553,0.27387550352971396,0.0026123770562334397,0.004524769789923535,0.25712239079569527,0.0012030126888829898,0.002083679099295389,0.19248715291719562,0.0035467448411454915,0.006143142266346798,3,-0.3180555555555556,0.011866671868496584,0.020553678592984386,-1.020735639293184,0.047893222538418684,0.08295349477474404,-0.8906980892434491,0.004167358198590808,0.00721807613329799,-0.26934110296878533,0.012523755066084509,0.02169178007600649,-0.2590022019720726,0.005932217457052241,0.010274902037161525,-0.22627075471220945,0.001997698047225765,0.0034601145159761553,-0.27387550352971396,0.0026123770562334397,0.004524769789923535,-0.25712239079569527,0.0012030126888829898,0.002083679099295389,-0.19248715291719562,0.0035467448411454915,0.006143142266346798,-0.33663627968458426,-0.4387098436139027,0.0020005665373743274,0.003465082886654476,0.003148479898583155,0.00545332715095533,-0.3591959547250137,0.00488087733697833,0.008453927533157948,-0.02305555555555555,0.028220089595713985,0.47168989882789175,0.04887862897392248,0.025460976256884926,0.02140270909695457,0.6868243374776729,0.03707057957554191,0.012711349106053316,0.029301005729930104,0.2504658336913918,0.05075083063710573,0.01877113088957527,0.014187485833044352,0.7638786462678333,0.024573446294496475,0.007035633888749541,0.006166409217531501,0.6587342773231138,0.010680534065025605,-0.011330329892016239,0.010937876755889878,0.5980657086523036,0.018944958268127914,0.00020136676997783987,0.0028043089901159885,0.041457328440737455,0.00485720565100306,0.003669450414071638,0.008458471772850962,0.2504658336913945,0.01465050286496506,0.0067626400507077395,0.0060062156664047635,0.6500619142845039,0.010403070695429213,-0.002094438474817254,0.00045165915087121605,0.016170356465556108,0.01612614619182339,0.02800787897484307,0.015285437050163065,0.07910958733260107,0.026475153586778172,0.0062155480397601175,0.009701396929720628,0.36990016591557956,0.01680331238666884,2.0,2.0,0.0,nan,nan,nan
14,14,0.33111111111111113,0.01444444444444446,0.025018511664883808,514,3,short_late,short late,0.997771509308189,0.023565468329519137,0.04081658845088242,15.0,40.0,0.8926933493393044,0.04331964376328867,0.07503182396380022,0.0,1.0,0.28104478622728596,0.014313752016884661,0.024792145740185723,0.26984800469988773,0.010255464267462168,0.01776298516645161,0.21552182470216363,0.01657895005940517,0.028715583839036808,0.26437887546033473,0.013432575509884116,0.023265903259624705,0.2576983727724181,0.012505303993966708,0.021659821881644344,0.1933353360460083,0.008447542481109994,0.014631572776378964,3,-0.33111111111111113,0.01444444444444446,0.025018511664883808,-0.997771509308189,0.023565468329519137,0.04081658845088242,-0.8926933493393044,0.04331964376328867,0.07503182396380022,-0.28104478622728596,0.014313752016884661,0.024792145740185723,-0.26984800469988773,0.010255464267462168,0.01776298516645161,-0.21552182470216363,0.01657895005940517,0.028715583839036808,-0.26437887546033473,0.013432575509884116,0.023265903259624705,-0.2576983727724181,0.012505303993966708,0.021659821881644344,-0.1933353360460083,0.008447542481109994,0.014631572776378964,-0.34047615055019587,-0.44025330148101477,0.017193369953080698,0.02977979031206389,0.01534748491817822,0.02658262364668175,-0.357475523703237,0.01455983647733453,0.025218376528638068,-0.036111111111111115,0.009407607901042286,2.216159510477325,0.01629445486229164,0.048425106241879866,0.04447358249361557,0.6286484370423527,0.07703050447354792,0.010716089010197974,0.01710340187611255,0.3617372099137055,0.029623961031695796,0.0070674476310746415,0.007037971750007758,0.5797682822867297,0.012190124653247881,-0.0038101688390656716,0.007791387154222389,0.2823376584104603,0.013495078412552665,-0.0005813998819704236,0.007639494362525269,0.04393895229624635,0.013231992380029776,0.009697994839356997,0.0087175129911164,0.6422863879650285,0.015099175416255339,0.003093468437348895,0.0049373268386159646,0.36173720991370567,0.008551700938056272,0.005914456921894999,0.005329561676585538,0.6407118452101692,0.00923107160591812,-0.005934309340428878,-0.0010917987162408955,0.0030487393410377453,0.20675768316356197,0.0052805714377114335,0.0029989042844630882,1.142475641153893,0.005194254587726058,0.007935979061536869,0.004923285815273654,0.930646689909241,0.00852738117223713,40.0,2.0,38.0,nan,nan,nan
14,14,0.3152777777777778,0.02157208701705991,0.03736395073884471,514,3,short_middle,short middle,1.0213874928645128,0.044050761844146205,0.07629815762617771,15.0,40.0,0.8651236483021257,0.0024859705836044682,0.004305827356924592,0.0,0.5,0.2698790131852625,0.007185629587202814,0.012445875529405452,0.2518751788749047,0.007718788781923797,0.013369334343184703,0.20925342733378424,0.0008275691966221869,0.0014333918953285856,0.2679511230651355,0.005642523400654602,0.009773137212830092,0.2497396856147717,0.0007176378928207617,0.0012429852918022276,0.19045389971934132,0.0034484089899597167,0.005972819575887503,3,-0.3152777777777778,0.02157208701705991,0.03736395073884471,-1.0213874928645128,0.044050761844146205,0.07629815762617771,-0.8651236483021257,0.0024859705836044682,0.004305827356924592,-0.2698790131852625,0.007185629587202814,0.012445875529405452,-0.2518751788749047,0.007718788781923797,0.013369334343184703,-0.20925342733378424,0.0008275691966221869,0.0014333918953285856,-0.2679511230651355,0.005642523400654602,0.009773137212830092,-0.2497396856147717,0.0007176378928207617,0.0012429852918022276,-0.19045389971934132,0.0034484089899597167,0.005972819575887503,-0.32855913005921616,-0.43069787934566744,0.006910962548827768,0.0119701382637754,0.006110657007807139,0.010583968405148773,-0.351878434901223,0.00434517782006563,0.007526068752275049,-0.020277777777777766,0.04510875062242415,0.2595367926849101,0.07813064794399284,0.024809122685556018,0.0250136278074086,0.5726299987809779,0.043324874244049384,0.038285790047376644,0.02917097585414891,0.7577501452302825,0.05052561228575084,0.018233220673098145,0.0145823725673542,0.721895892810607,0.025257410181556084,0.014162656985917418,0.000677337842392853,12.07198728831282,0.001173183556913502,0.005686997486408958,0.009577516487201124,0.3428226444764341,0.016588745166160945,0.006125747234556278,0.009567470632281994,0.369659019691719,0.016571345235035544,0.011052155594995236,0.008420935380958474,0.7577501452302849,0.014585487927074455,0.00879589324856205,0.008306715899652898,0.6113500685671353,0.014387653982239033,0.005982711150550805,0.008463623419106392,0.020291900948848137,0.24080914211332555,0.03514660342556008,0.018407428899643977,0.1876481453268626,0.03188260209089504,0.013533067863550815,0.010813103164328422,0.7225789170085852,0.018728844068100624,21.0,2.0,19.0,nan,nan,nan
56,56,0.3261111111111112,0.012993350626140567,0.022505143445032346,556,3,long_early,long early,1.0231375580641997,0.04668101817877536,0.0808538952346853,15.0,40.0,0.8702167655200591,0.01492373134079363,0.02584866092076257,1.0,0.0,0.2727452949606644,0.004121180884055525,0.007138094678365792,0.2519144422407362,0.0024811649227630592,0.004297503708183327,0.2159428838466951,0.011576344030359193,0.02005081602647879,0.2642371466045675,0.007322159111737527,0.012682351602632796,0.2512099419131658,0.004308110153460424,0.007461865670396806,0.19021133495648276,0.0018839871666202113,0.003263161493393938,3,-0.3261111111111112,0.012993350626140567,0.022505143445032346,-1.0231375580641997,0.04668101817877536,0.0808538952346853,-0.8702167655200591,0.01492373134079363,0.02584866092076257,-0.2727452949606644,0.004121180884055525,0.007138094678365792,-0.2519144422407362,0.0024811649227630592,0.004297503708183327,-0.2159428838466951,0.011576344030359193,0.02005081602647879,-0.2642371466045675,0.007322159111737527,0.012682351602632796,-0.2512099419131658,0.004308110153460424,0.007461865670396806,-0.19021133495648276,0.0018839871666202113,0.003263161493393938,-0.3327377196909436,-0.43505147549736356,0.011115226869072526,0.019252137674888353,0.006623798884055084,0.011472756206301435,-0.35352369771958575,0.008287054654862916,0.014353599707322737,-0.031111111111111107,0.0317336037181136,0.5660248528450492,0.05496421394702938,0.023059057485869266,0.02740415895832748,0.4858077588504179,0.047465395654517,0.033192672829443236,0.012436422653620854,1.5409414046910592,0.02154051590047188,0.015366938897696192,0.02026670122170865,0.4377676570127793,0.035102956217817616,0.014123393620085864,0.006883144734738217,1.1846540240937908,0.011921956396416794,-0.0010024590265018858,0.005063933468197126,0.11429257363614004,0.008770990053065897,0.009839723695124295,0.0048688666678425195,1.1667945564524747,0.008433124443981824,0.009581899296601146,0.003590085983411997,1.5409414046910572,0.006218211326810456,0.009038458011420586,0.005576673433450712,0.935747131013876,0.00965908172395621,0.001804121518823365,0.004110027267410295,0.011755782572167358,0.20185175547854242,0.020361612697726603,0.009949093649857925,0.10469396320923573,0.017232335690814806,0.011887805045188068,0.006316523533348266,1.086583055802367,0.010940539686963681,24.0,24.0,0.0,nan,nan,nan
