feature_set_name,comparison_type,classifier,feature,importance
set_a_easy_non_lab,unconditional,logistic_regression,smoke,0.06323729273535801
set_a_easy_non_lab,unconditional,logistic_regression,drink,0.01969422563207017
set_a_easy_non_lab,unconditional,logistic_regression,bmi,0.014666609785222922
set_a_easy_non_lab,unconditional,logistic_regression,sbp,0.008042847794028253
set_a_easy_non_lab,unconditional,random_forest,bmi,0.4894714805606068
set_a_easy_non_lab,unconditional,random_forest,sbp,0.4859396123454259
set_a_easy_non_lab,unconditional,random_forest,drink,0.015532356863400461
set_a_easy_non_lab,unconditional,random_forest,smoke,0.009056550230566817
set_a_easy_non_lab,age_matched,logistic_regression,smoke,0.0397666880291019
set_a_easy_non_lab,age_matched,logistic_regression,drink,0.03733413803906161
set_a_easy_non_lab,age_matched,logistic_regression,sbp,0.036305924297774454
set_a_easy_non_lab,age_matched,logistic_regression,bmi,0.0076441486954544995
set_a_easy_non_lab,age_matched,random_forest,bmi,0.49138499457400736
set_a_easy_non_lab,age_matched,random_forest,sbp,0.4833880980415139
set_a_easy_non_lab,age_matched,random_forest,drink,0.013431862733827484
set_a_easy_non_lab,age_matched,random_forest,smoke,0.011795044650651303
set_f_common_non_lab_diagnosis,unconditional,logistic_regression,diabetes,0.11892760828751862
set_f_common_non_lab_diagnosis,unconditional,logistic_regression,bmi,0.06614330860596618
set_f_common_non_lab_diagnosis,unconditional,logistic_regression,cvd,0.05553242349477432
set_f_common_non_lab_diagnosis,unconditional,logistic_regression,dyslipidemia,0.03573943279647464
set_f_common_non_lab_diagnosis,unconditional,logistic_regression,drink,0.027902669548354297
set_f_common_non_lab_diagnosis,unconditional,logistic_regression,arthritis,0.016226451454269604
set_f_common_non_lab_diagnosis,unconditional,logistic_regression,cancer,0.013465688470993184
set_f_common_non_lab_diagnosis,unconditional,logistic_regression,sbp,0.01082702700937099
set_f_common_non_lab_diagnosis,unconditional,logistic_regression,smoke,0.008184191689903312
set_f_common_non_lab_diagnosis,unconditional,logistic_regression,hypertension,0.005089571209177422
