feature_set_name,feature,n_sim,n_real,mean_sim,mean_real,mean_difference,std_sim,std_real,std_ratio_sim_to_real,skew_sim,skew_real,skew_difference,q01_sim,q01_real,q01_difference,q05_sim,q05_real,q05_difference,q10_sim,q10_real,q10_difference,q25_sim,q25_real,q25_difference,q50_sim,q50_real,q50_difference,q75_sim,q75_real,q75_difference,q90_sim,q90_real,q90_difference,q95_sim,q95_real,q95_difference,q99_sim,q99_real,q99_difference,tail_lt_18_5_sim,tail_lt_18_5_real,tail_lt_18_5_difference,tail_ge_30_sim,tail_ge_30_real,tail_ge_30_difference,tail_ge_35_sim,tail_ge_35_real,tail_ge_35_difference,tail_lt_90_sim,tail_lt_90_real,tail_lt_90_difference,tail_ge_140_sim,tail_ge_140_real,tail_ge_140_difference,tail_ge_160_sim,tail_ge_160_real,tail_ge_160_difference
set_a_easy_non_lab,bmi,3952,3952,24.92622590547631,25.034839450590624,-0.10861354511431287,5.411132311532779,5.419496274808734,0.9984566899114162,1.3397872010837373,1.7792622828188303,-0.439475081735093,16.126726894378663,17.08345327396153,-0.956726379582868,17.986734676361085,18.646836397705844,-0.6601017213447591,19.210575103759766,19.57985678439136,-0.3692816806315946,21.280746459960938,21.496995545546774,-0.21624908558583655,24.036189079284668,23.98024995420015,0.05593912508451737,27.43403911590576,27.30415970920595,0.12987940669981057,31.37385845184326,31.322356815689623,0.05150163615363823,35.12869930267333,34.9,0.22869930267333416,43.81336563110347,44.54899999999998,-0.7356343688965055,0.0680668016194332,0.04402834008097166,0.024038461538461536,0.14018218623481782,0.13233805668016194,0.007844129554655882,0.051113360323886636,0.04959514170040486,0.0015182186234817749,,,,,,,,,
set_a_easy_non_lab,sbp,3952,3952,130.60115467488524,130.4921136977058,0.10904097717943273,21.671945265641593,20.924066849507497,1.0357424979337466,0.5870655776307571,0.7426150159249495,-0.15554943829419243,90.12555801391602,95.0,-4.87444198608398,98.97247886657715,102.0,-3.0275211334228516,104.799267578125,106.666666666667,-1.867399088542001,114.84590148925781,115.333333333333,-0.48743184407518925,128.46583557128906,127.333333333333,1.1325022379560608,143.58586502075195,142.333333333333,1.2525316874189514,159.28707275390624,158.333333333333,0.9537394205732426,172.19721221923825,172.333333333333,-0.13612111409474892,191.97396408081053,189.1633333333331,2.8106307474774326,,,,,,,,,,0.010121457489878543,0.00430161943319838,0.005819838056680162,0.3001012145748988,0.28719635627530365,0.012904858299595146,0.0943825910931174,0.0943825910931174,0.0
set_f_common_non_lab_diagnosis,bmi,3901,3901,24.938609815322263,25.01745284466236,-0.07884302934009568,5.36813089511025,5.487101579918089,0.9783181187599566,1.3345985704787369,1.947506593740087,-0.6129080232613502,16.217390060424805,16.9608837477043,-0.7434936872794964,17.945249557495117,18.6285965892733,-0.6833470317781831,19.229284286499023,19.5648507336819,-0.3355664471828774,21.413301467895508,21.4392944267217,-0.02599295882619046,23.99195671081543,23.9750260145682,0.016930696247229093,27.402307510375977,27.3632075175407,0.03909999283527554,31.417430877685547,31.2499512937168,0.16747958396874552,35.003726959228516,34.6,0.4037269592285142,44.51934814453125,45.8,-1.2806518554687472,0.07254550115355037,0.04409125865162779,0.028454242501922578,0.13381184311714944,0.12996667521148422,0.00384516790566522,0.05024352730069213,0.04691104844911561,0.0033324788515765175,,,,,,,,,
set_f_common_non_lab_diagnosis,sbp,3901,3901,130.65776020549742,130.17316072801844,0.48459947747898013,21.644124191783796,21.140187704084656,1.0238378435779816,0.6177235747654406,0.7266823469967152,-0.10895877223127459,90.30498504638672,93.66666666666669,-3.361681620279967,100.65921020507812,101.66666666666669,-1.0074564615885606,105.05045318603516,106.333333333333,-1.2828801472978455,115.08500671386719,114.666666666667,0.41834004720018925,127.99000549316406,127.333333333333,0.6566721598310608,143.36093139648438,142.333333333333,1.0275980631513733,159.7765350341797,158.0,1.7765350341796875,173.08639526367188,171.666666666667,1.4197285970048767,190.302001953125,189.666666666667,0.6353352864580017,,,,,,,,,,0.009228402973596514,0.005895924122019995,0.003332478851576519,0.2955652396821328,0.2886439374519354,0.006921302230197379,0.09817995385798513,0.09356575237118687,0.004614201486798253
set_e_kdm8_common_lab,bmi,3901,3901,24.94344021264971,25.01745284466236,-0.07401263201264996,5.366819547832458,5.487101579918089,0.9780791315171121,1.3202779910680116,1.947506593740087,-0.6272286026720755,16.131881713867188,16.9608837477043,-0.8290020338371136,17.96487045288086,18.6285965892733,-0.6637261363924409,19.181625366210938,19.5648507336819,-0.38322536747096336,21.41259765625,21.4392944267217,-0.026696770471698272,24.055036544799805,23.9750260145682,0.0800105302316041,27.262632369995117,27.3632075175407,-0.10057514754558383,31.55792808532715,31.2499512937168,0.3079767916103471,35.269596099853516,34.6,0.6695960998535142,44.2247200012207,45.8,-1.575279998779294,0.06870033324788516,0.04409125865162779,0.02460907459625737,0.1363752883875929,0.12996667521148422,0.006408613176108691,0.052806972571135605,0.04691104844911561,0.005895924122019995,,,,,,,,,
set_e_kdm8_common_lab,sbp,3901,3901,130.68522669858916,130.17316072801844,0.5120659705707169,21.867063980884556,21.140187704084656,1.0343836245436673,0.5930849550570109,0.7266823469967152,-0.13359739193970432,90.2887954711914,93.66666666666669,-3.3778711954752794,98.97467803955078,101.66666666666669,-2.6919886271159044,104.61544799804688,106.333333333333,-1.7178853352861267,114.81423950195312,114.666666666667,0.14757283528612675,128.2388153076172,127.333333333333,0.9054819742841858,143.77462768554688,142.333333333333,1.4412943522138733,159.87962341308594,158.0,1.8796234130859375,172.94192504882812,171.666666666667,1.2752583821611267,191.61692810058594,189.666666666667,1.9502614339189392,,,,,,,,,,0.008972058446552167,0.005895924122019995,0.0030761343245321714,0.3035119200205076,0.2886439374519354,0.014867982568572191,0.09946167649320686,0.09356575237118687,0.005895924122019988
set_e_kdm8_common_lab,platelets,3901,3901,5.304261524779342,5.318681710979488,-0.01442018620014629,0.3476748277711008,0.35919963619149625,0.9679153115448832,-0.7176139921242158,-0.897353795941906,0.17973980381769017,4.250570774078369,4.20469261939097,0.045878154687398975,4.664627552032471,4.69134788222914,-0.026720330196669195,4.878386974334717,4.89034912822175,-0.011962153887033367,5.112287521362305,5.13579843705026,-0.023510915687955602,5.337535858154297,5.34710753071747,-0.009571672563173372,5.540812969207764,5.55295958492162,-0.012146615713856335,5.7006964683532715,5.720311776607412,-0.019615308254140373,5.795536518096924,5.80814248998044,-0.012605971883516531,6.020737171173096,6.042632833682381,-0.02189566250928543,,,,,,,,,,,,,,,,,,
set_e_kdm8_common_lab,crp,3901,3901,0.3667855987720419,0.3921849021997879,-0.02539930342774599,1.088827336197572,1.104682005983602,0.985647752294188,0.4969413160159236,0.5790117195199642,-0.0820704035040406,-1.7873696088790894,-1.7147984280919266,-0.07257118078716274,-1.2258074283599854,-1.20397276458951,-0.021834663770475382,-0.9453176259994507,-0.916290716972993,-0.02902690902645766,-0.38488906621932983,-0.356674960968631,-0.02821410525069884,0.2677364945411682,0.292669638872223,-0.024933144331054813,1.021343469619751,1.02961940015126,-0.00827593053150899,1.7973884344100952,1.8164520818184269,-0.019063647408331663,2.3143341541290283,2.37954615179081,-0.06521199766178176,3.454130172729492,3.5984075509498608,-0.14427737822036857,,,,,,,,,,,,,,,,,,
set_e_kdm8_common_lab,hba1c,3901,3901,1.7270448105178164,1.7207015263574614,0.006343284160355012,0.15735555347168745,0.15290907351918737,1.0290792419976447,1.743244643085543,1.669068609956626,0.07417603312891696,1.4642503261566162,1.43508447987626,0.029165846280356122,1.5408304929733276,1.526056282763,0.014774210210327654,1.5734652280807495,1.56861595765027,0.0048492704304794465,1.6321004629135132,1.62924052103078,0.002859941882733086,1.7019721269607544,1.70474809223843,-0.0027759652776755406,1.7798740863800049,1.77495235091167,0.0049217354683348535,1.8902260065078735,1.8718021769015916,0.018423829606281972,2.0513923168182373,2.01490302054226,0.03648929627597752,2.345421314239502,2.33214389523559,0.013277419003911994,,,,,,,,,,,,,,,,,,
set_e_kdm8_common_lab,creatinine,3901,3901,-0.23174800341662313,-0.23097200450681415,-0.0007759989098089781,0.2548081323231529,0.2731158166449764,0.9329673229960838,0.5456151859006023,1.1604943857977803,-0.614879199897178,-0.7855820059776306,-0.7765287894989963,-0.00905321647863433,-0.6040922999382019,-0.619038935927885,0.014946635989683044,-0.5306007862091064,-0.546132188469378,0.01553140226027161,-0.40685561299324036,-0.405415101061571,-0.0014405119316693304,-0.25360408425331116,-0.24884607276224,-0.004758011491071162,-0.07463588565587997,-0.0762333282307193,0.0015974425748393195,0.0825577899813652,0.0769610411361284,0.00559674884523681,0.1924993246793747,0.2151113796169455,-0.02261205493757079,0.545714259147644,0.5709795465857378,-0.025265287438093753,,,,,,,,,,,,,,,,,,
